type,title,release_year,movie_rating
Movie,People You May Know,2016,adult
Movie,Perfect Bid: The Contestant Who Knew Too Much,2017,adult
Movie,Perfect Stranger,2007,adult
TV Show,Person of Interest,2016,teen
Movie,Personal Shopper,2016,adult
Movie,Peter and the Farm,2016,adult
Movie,Peter Rabbit,2018,children
Movie,Phantom Boy,2015,children
Movie,Philadelphia,1993,teen
Movie,Phir Se,2015,teen
Movie,Phobia 2,2009,adult
Movie,Phone Swap,2012,teen
Movie,Phullu,2017,teen
Movie,Pick of the Litter,2018,children
Movie,Pierre Jackson,2018,adult
Movie,Pimpal,2017,children
TV Show,Pioneers of African-American Cinema,1946,teen
Movie,Pitaah,2002,adult
Movie,"Pizza, birra, faso",1998,adult
Movie,"Plaire, aimer et courir vite",2018,adult
TV Show,Planet Earth II,2016,children
TV Show,Planet Earth: The Complete Collection,2006,children
Movie,Planet Hulk,2010,teen
Movie,Planetarium,2016,adult
Movie,Platoon,1986,adult
Movie,Playing for Time,1980,teen
Movie,Playing Hard,2018,adult
Movie,Pope Francis: A Man of His Word,2018,children
Movie,Popeye,1980,children
TV Show,Portlandia,2018,teen
Movie,Porto,2016,adult
Movie,Postcards from London,2018,adult
TV Show,Powder,2010,teen
TV Show,Power Rangers Dino Charge,2015,children
TV Show,Power Rangers Dino Thunder,2004,children
TV Show,Power Rangers in Space,1998,children
TV Show,Power Rangers Jungle Fury,2008,children
TV Show,Power Rangers Lightspeed Rescue,2000,children
TV Show,Power Rangers Lost Galaxy,1999,children
TV Show,Power Rangers Mystic Force,2006,children
TV Show,Power Rangers Ninja Storm,2003,children
TV Show,Power Rangers Operation Overdrive,2007,children
TV Show,Power Rangers RPM,2009,children
TV Show,Power Rangers S.P.D.,2005,children
TV Show,Power Rangers Samurai,2011,children
Movie,"Power Rangers Samurai: Christmas Together, Friends Forever (Christmas Special)",2011,children
Movie,Power Rangers Samurai: Clash of the Red Rangers,2011,children
Movie,Power Rangers Samurai: Party Monsters (Halloween Special),2011,children
Movie,Power Rangers Super Megaforce: The Legendary Battle (Extended),2014,children
Movie,Power Rangers Super Samurai: Stuck on Christmas,2012,children
Movie,Power Rangers Super Samurai: Trickster Treat,2012,children
TV Show,Power Rangers Time Force,2001,children
TV Show,Power Rangers Turbo,1997,children
TV Show,Power Rangers Wild Force,2002,children
TV Show,Power Rangers Zeo,1996,children
TV Show,Power Rangers: Megaforce,2013,children
Movie,Power Rangers: Megaforce: Raising Spirits,2013,children
Movie,Power Rangers: Megaforce: The Robo Knight Before Christmas,2013,children
Movie,Prague,2013,adult
Movie,Prelude to War,1942,teen
Movie,Premachi Goshta,2013,teen
Movie,Prescription Thugs,2015,adult
Movie,Primal Fear,1996,adult
Movie,Prince Charming,1984,teen
Movie,Princess Cyd,2017,adult
Movie,Professor Mack,2018,adult
TV Show,Prohibition: A Film by Ken Burns and Lynn Novick,2011,children
Movie,Prosecuting Evil: The Extraordinary World of Ben Ferencz,2019,adult
TV Show,Psiconautas,2016,adult
Movie,Pukar,2000,teen
Movie,Pulp Fiction,1994,adult
Movie,Punjab 1984,2014,teen
Movie,Pusher,2012,adult
Movie,Pyaar Ka Punchnama,2011,teen
TV Show,Pyaar Tune Kya Kiya,2014,teen
Movie,Q Ball,2019,adult
TV Show,Qué pena tu serie,2015,adult
Movie,Quantum of Solace,2008,teen
TV Show,Queen of No Marriage,2009,adult
Movie,Queen of the Desert,2015,teen
Movie,R.L. Stine's Mostly Ghostly,2008,children
Movie,Race to Witch Mountain,2009,children
Movie,Rachel Getting Married,2008,adult
Movie,Radical: the Controversial Saga of Dada Figueiredo,2013,adult
Movie,Radiopetti,2015,children
Movie,Raging Bull,1980,adult
Movie,Rahasya,2015,teen
Movie,Raiders!: The Story of the Greatest Fan Film Ever Made,2015,adult
Movie,Railroad Tigers,2016,teen
Movie,Raja Hindustani,1996,teen
Movie,Rajnigandha,1974,children
Movie,Ralph Breaks the Internet: Wreck-It Ralph 2,2018,children
Movie,Ram Teri Ganga Maili,1985,teen
TV Show,Ramayan,2012,teen
Movie,Ramen Shop,2018,children
Movie,Ramji Londonwaley,2005,teen
Movie,Rampant,2018,adult
Movie,Ranbhool,2010,adult
Movie,Rangreza,2017,teen
Movie,Rats,2016,adult
TV Show,Razia Sultan,2015,teen
Movie,Reaction,2011,teen
Movie,Ready,2011,children
Movie,Rebel Without a Cause,1955,teen
TV Show,Rebelde,2004,teen
Movie,Recall,2018,adult
TV Show,Rectify,2016,adult
Movie,Red Christmas,2016,adult
Movie,Red Dawn,1984,teen
Movie,Red Oleanders Raktokarobi,2017,teen
Movie,Red Trees,2017,children
Movie,Regatta,2015,adult
TV Show,Reggie Yates Outside Man,2017,adult
Movie,Reincarnated,2012,adult
Movie,Rembat,2015,children
Movie,Remember,2015,adult
Movie,Remember Me,2010,teen
Movie,Rememory,2017,teen
TV Show,Republic of Doyle,2014,teen
Movie,Resident Evil: Afterlife,2010,adult
Movie,Residente,2017,adult
Movie,Restless Creature: Wendy Whelan,2016,adult
Movie,Return To The 36th Chamber,1980,adult
Movie,Revelations,2016,adult
Movie,Revenge of the Green Dragons,2014,adult
TV Show,Revolting Rhymes,2017,children
Movie,Revolutionary Road,2008,adult
Movie,Rezeta,2012,adult
TV Show,"Rica, Famosa, Latina",2016,adult
Movie,Righteous Kill,2008,adult
Movie,Ringan,2015,teen
TV Show,Ripper Street,2017,adult
Movie,Rise of the Zombie,2013,adult
TV Show,Rishta.com,2010,teen
Movie,Rivaaz,2011,adult
Movie,Road to Sangam,2010,teen
Movie,Road to Yesterday,2015,teen
Movie,Roberto Saviano: Writing Under Police Protection,2016,teen
Movie,Robin Hood: The Rebellion,2018,teen
TV Show,Robotech,1985,adult
Movie,Rocky,1976,children
Movie,Rocky II,1979,children
Movie,Rocky III,1982,children
Movie,Rocky IV,1985,children
Movie,Rocky V,1990,teen
Movie,Roger Corman's Death Race 2050,2017,adult
Movie,Roh's Beauty,2014,adult
Movie,Roll Red Roll,2018,adult
Movie,Rolling Papers,2015,adult
Movie,Romeo Ranjha,2014,teen
Movie,Room,2015,adult
Movie,Room for Rent,2017,adult
Movie,Room on the Broom,2012,children
TV Show,Roonpi Secret Love,2016,teen
Movie,Rosemary's Baby,1968,adult
Movie,Rounders,1998,adult
TV Show,Royal Pains,2016,children
TV Show,Rubi,2004,children
Movie,Rukh,2017,adult
Movie,Rumble,2016,adult
Movie,Rumble in the Bronx,1995,adult
Movie,Rumor Has It,2005,teen
Movie,Run,2004,teen
Movie,Runaway Bride,1999,children
Movie,Running for Grace,2018,teen
Movie,Running Out Of Time,2018,teen
TV Show,Rurouni Kenshin,1998,teen
Movie,Russell Madness,2015,children
TV Show,Russell Peters vs. the World,2013,adult
Movie,Russell Peters: Notorious,2013,adult
Movie,Rustom,2016,teen
Movie,S Is for Stanley,2016,adult
Movie,S.W.A.T.,2003,teen
Movie,Saath Saath,1982,teen
Movie,Sacro GRA,2013,adult
Movie,Sadece Sen,2014,adult
Movie,Sadie's Last Days on Earth,2016,teen
Movie,Sadma,1983,teen
TV Show,Sadqay Tumhare,2014,children
Movie,Saeed Mirza: The Leftist Sufi,2016,adult
Movie,Safety Not Guaranteed,2012,adult
Movie,Saheb Bibi Golaam,2016,adult
Movie,Sairat,2016,teen
Movie,Sakhi,2007,children
Movie,Salem: His Sister's Father,2014,teen
Movie,Samantaral,2017,adult
Movie,Samarppanam,2017,children
Movie,Sameer Abu Alneel,2013,teen
Movie,Samson,2018,teen
Movie,San Pietro,1945,teen
Movie,Sanai Choughade,2008,teen
Movie,Sangam,1964,teen
Movie,Santa Claws,2014,children
Movie,Santa's Apprentice,2010,children
Movie,Sarah's Key,2010,teen
Movie,Sardaar ji,2015,teen
Movie,Sardaarji 2,2016,children
Movie,Sarivar Sari,2005,teen
Movie,Sarvopari Palakkaran,2017,teen
Movie,Sat Sri Akal,2008,teen
Movie,Satan & Adam,2018,adult
Movie,Satrangi Re,2012,teen
Movie,Satte Pe Satta,1982,teen
Movie,Saturday Church,2017,adult
Movie,Savage Dog,2017,adult
Movie,Savage Raghda,2018,adult
TV Show,Save Our Shelter,2015,children
Movie,Saving Mr. Banks,2013,teen
Movie,Saving Zoë,2019,adult
Movie,Say When,2014,adult
Movie,Scales: Mermaids Are Real,2017,children
TV Show,Scandal,2018,teen
Movie,Scandal in Sorrento,1955,children
Movie,Scary Movie,2000,adult
Movie,Scary Movie 5,2013,teen
Movie,Schindler's List,1993,adult
Movie,School Daze,1988,adult
Movie,Scooby-Doo on Zombie Island,1998,children
Movie,Scott Pilgrim vs. the World,2010,teen
Movie,Scream 2,1997,adult
Movie,Scream 3,2000,adult
Movie,Seal Team Six: The Raid on Osama Bin Laden,2012,adult
Movie,Searching for Bobby Fischer,1993,children
Movie,Searching for Sugar Man,2012,teen
Movie,Season of the Witch,2011,teen
Movie,Secret,2007,children
TV Show,Secret Affair,2014,teen
Movie,Secret in Their Eyes,2015,teen
Movie,Secrets of Althorp - The Spencers,2013,children
Movie,Secrets of Chatsworth,2013,children
Movie,Secrets of Henry VIII's Palace: Hampton Court,2013,children
Movie,Secrets of Her Majesty's Secret Service,2014,children
Movie,Secrets of Highclere Castle,2013,children
Movie,Secrets of Scotland Yard,2013,teen
Movie,Secrets of Selfridges,2014,children
Movie,Secrets of the Tower of London,2013,children
Movie,Secrets of Underground London,2014,children
Movie,Secrets of Westminster,2014,children
Movie,Sen Kimsin?,2012,teen
Movie,Senna,2010,teen
TV Show,Sensitive Skin,2016,adult
Movie,"Septiembre, un llanto en silencio",2017,adult
TV Show,Servant of the People,2015,teen
Movie,Set Up,2011,adult
Movie,Sex and the City 2,2010,adult
Movie,Sex and the City: The Movie,2008,adult
Movie,Sex Doll,2016,adult
Movie,"Sexo, Pudor y Lagrimas",1999,adult
Movie,SGT. Will Gardner,2019,adult
TV Show,Shadow of Truth,2016,adult
Movie,Shahanpan Dega Deva,2011,teen
TV Show,Shaka Zulu,1986,teen
Movie,Shakti: The Power,2002,adult
Movie,Shanghai,2012,teen
Movie,Shararat,2002,children
Movie,Shark Busters,2002,teen
Movie,Shark Night,2011,teen
Movie,Shaurya: It Takes Courage to Make Right... Right,2008,teen
Movie,She Did That,2019,children
Movie,Shelter,2010,adult
TV Show,Sherlock,2017,teen
Movie,Sherlock Holmes,2009,teen
Movie,Shiva,1990,adult
Movie,Shopkins: Chef Club,2016,children
Movie,Shopkins: Wild,2018,children
Movie,Shopkins: World Vacation,2017,children
Movie,Shorgul,2016,teen
Movie,Short Term 12,2013,adult
Movie,Shorts,2009,children
Movie,SHOT! The Psycho-Spiritual Mantra of Rock,2016,adult
Movie,Shuddhi,2017,teen
Movie,Shutter,2004,adult
Movie,Sicilian Ghost Story,2017,adult
TV Show,Sid the Science Kid,2008,children
Movie,Siddhant,2014,children
Movie,Silencer,2018,adult
Movie,Silent Hill: Revelation,2012,adult
Movie,Silicon Cowboys,2016,children
TV Show,Silver Spoon,2015,adult
TV Show,Sin senos no hay paraíso,2008,teen
TV Show,Sin Senos sí Hay Paraíso,2018,adult
Movie,Singh Saab the Great,2013,teen
Movie,Single,2015,children
Movie,Singularity,2017,teen
Movie,Sinister Circle,2017,adult
Movie,Siren,2016,adult
Movie,Sister Code,2015,adult
Movie,Skin Trade,2014,adult
TV Show,Skin Wars,2016,teen
TV Show,Skin Wars: Fresh Paint,2016,teen
Movie,Skiptrace,2016,teen
Movie,Sky on Fire,2016,adult
Movie,Skydancers,2014,children
Movie,Skyline,2010,teen
Movie,Sleeping with Other People,2015,adult
Movie,Sleepover,2004,children
Movie,Sling Blade,1996,adult
Movie,Sliver,1993,adult
TV Show,Slobby's World,2018,adult
Movie,Slow West,2015,adult
Movie,Small Soldiers,1998,teen
Movie,Smart People,2008,adult
Movie,Smash: Motorized Mayhem,2017,adult
Movie,SMOSH: The Movie,2015,teen
Movie,Sniper: Special Ops,2016,adult
Movie,Socha Na Tha,2005,teen
Movie,Social Animals,2018,adult
Movie,Soekarno,2013,adult
Movie,Solo Con Tu Pareja,1991,adult
Movie,Solo: A Star Wars Story,2018,teen
Movie,Solo: A Star Wars Story (Spanish Version),2018,teen
Movie,Solomon Kane,2009,adult
Movie,Some Freaks,2017,adult
Movie,Something's Gotta Give,2003,teen
Movie,Son of a Gun,2014,adult
Movie,Sons of Ben,2016,adult
TV Show,Sotus The Series,2016,adult
Movie,Soul Surfer,2011,children
Movie,Soul to Keep,2019,adult
Movie,Sour Grapes,2016,adult
TV Show,Space Racers,2014,children
Movie,Sparkle,1976,children
TV Show,Spartacus,2013,adult
Movie,Speech & Debate,2017,teen
Movie,Speed Is My Need,2019,teen
Movie,Spider-Man 3,2007,teen
Movie,Spider-Man: Into the Spider-Verse,2018,children
Movie,Spitfire: The Plane that Saved the World,2018,teen
TV Show,Splash and Bubbles,2018,children
Movie,Spotlight,2015,adult
Movie,Spring Breakers,2012,adult
Movie,Sprinter,2018,adult
Movie,Spy Kids,2001,children
Movie,Spy Kids 2: The Island of Lost Dreams,2002,children
Movie,Spy Kids 3: Game Over,2003,children
Movie,Spy Time,2015,adult
Movie,St. Agatha,2018,adult
Movie,Staged Killer,2019,teen
Movie,Standoff,2015,adult
Movie,Star Men,2015,teen
Movie,Star Wars: Episode VIII: The Last Jedi,2017,teen
TV Show,Star-Crossed,2014,teen
Movie,Starred Up,2013,adult
TV Show,Station Horizon,2015,adult
Movie,Stealing History,2006,children
Movie,Step Brothers,2008,adult
Movie,Step Outside,2018,teen
Movie,Stephanie,2017,adult
Movie,Sthaniya Sambaad,2010,teen
Movie,Still,2010,adult
Movie,Stink!,2015,children
TV Show,Stoked,2010,children
TV Show,Stone Age,2017,children
Movie,Stonehearst Asylum,2014,teen
Movie,Stop at Nothing: The Lance Armstrong Story,2014,adult
TV Show,Storage Wars: Northern Treasures,2015,adult
Movie,Story of an Egg,2017,children
Movie,Straight Up,2020,adult
Movie,Strange but True,2019,teen
Movie,Stranger than Fiction,2006,teen
TV Show,Strawberry Shortcake: Berry Bitty Adventures,2015,children
Movie,Strictly Ballroom,1992,children
Movie,Strike a Pose,2016,adult
Movie,Stripes,1981,adult
Movie,Striptease,1996,adult
TV Show,Strong Girl Bong-soon,2017,teen
Movie,Stronger Than the World,2016,adult
Movie,Stuart Little 2,2002,children
Movie,Submission,2019,adult
Movie,Suburra,2015,adult
Movie,Suckseed,2011,adult
Movie,Sudani from Nigeria,2018,teen
Movie,Suicide (Hitabdut),2014,adult
Movie,Suite Française,2014,adult
TV Show,Suits,2018,adult
Movie,Summer Night,2019,adult
Movie,Summer of '92,2015,adult
Movie,Sunrise,2014,adult
TV Show,Super Bheem,2019,children
Movie,Super Bheem Bana Vajraveer,2018,children
Movie,Super Dark Times,2017,adult
Movie,Super Nani,2014,children
TV Show,Super Wings,2020,children
Movie,Superbad,2007,adult
Movie,Superfly,1972,adult
Movie,Superman Returns,2006,teen
TV Show,SuperNature: Wild Flyers,2016,children
Movie,Superstar,1999,teen
Movie,Surat Dari Praha,2016,teen
TV Show,Surviving R. Kelly Part II: The Reckoning,2020,adult
Movie,Survivors Guide to Prison,2017,adult
Movie,Susanne Bartsch: On Top,2017,adult
Movie,Sustainable,2016,children
Movie,Swami,1977,children
Movie,Sweeney Todd: The Demon Barber of Fleet Street,2007,adult
Movie,Sweet Virginia,2017,adult
Movie,Swiss Army Man,2016,adult
Movie,Sword Master,2016,adult
Movie,Sword Masters: Two Champions of Shaolin,1980,adult
TV Show,Sym-Bionic Titan,2010,children
Movie,Taal,1999,children
Movie,Tahaan,2008,teen
Movie,Take Me Home Tonight,2011,adult
TV Show,Taken,2018,teen
TV Show,Tales of the City (1993),1993,adult
Movie,Tamanchey,2014,adult
Movie,Tarif de nuit,2015,adult
Movie,Tarzan,1999,children
Movie,Tarzan 2,2005,children
Movie,Tattah,2013,teen
Movie,Tayo the Little Bus Movie: Mission Ace,2016,children
Movie,Teach Us All,2017,teen
Movie,Teen Patti,2010,children
Movie,Teenage Cocktail,2016,adult
Movie,Teenage Mutant Ninja Turtles,2007,children
Movie,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,children
Movie,Tees Maar Khan,2010,children
Movie,Tellur Aliens,2016,children
Movie,Temporada de Caza,2017,adult
Movie,Ten Years,2015,adult
TV Show,Teresa,2010,children
Movie,Terminator 3: Rise of the Machines,2003,adult
Movie,Terminator Salvation,2009,teen
Movie,Terra,2015,children
Movie,Terrifier,2017,adult
Movie,Teshan,2016,children
Movie,Tezz,2012,adult
TV Show,Th Eena Meena Deeka Chase Comedy Show,2015,children
TV Show,Thackeray,2019,adult
TV Show,That '70s Show,2005,teen
TV Show,The 2000s,2018,adult
Movie,The 24 Hour War,2016,adult
Movie,The 4th Company,2016,adult
Movie,The Accountant of Auschwitz,2018,teen
Movie,The Adderall Diaries,2015,adult
Movie,The Adventure Club,2016,children
Movie,The Adventures of Sharkboy and Lavagirl,2005,children
Movie,The Adventures of Tintin,2011,children
Movie,The Aerial,2007,adult
Movie,The Age of Shadows,2016,adult
Movie,The American President,1995,teen
Movie,The Amityville Horror,2005,adult
TV Show,The Andy Griffith Show,1967,children
Movie,The Angry Birds Movie 2,2019,children
Movie,The Animal People,2019,adult
Movie,The Ant's Scream,2010,teen
TV Show,The Apartment,2014,children
Movie,The Apostate,2015,adult
Movie,The Art of the Steal,2013,adult
Movie,The Art of War,2000,adult
Movie,The Assignment,2016,adult
Movie,The Autopsy of Jane Doe,2016,adult
Movie,The Bachelors,2017,teen
Movie,The Bad Education Movie,2015,adult
Movie,The Bad Kids,2016,adult
Movie,The Bare-Footed Kid,1993,teen
Movie,The Basement,2018,adult
Movie,The Battle of Midway,1942,teen
TV Show,The Beginning of Life: The Series,2016,children
TV Show,The Bible's Buried Secrets,2011,teen
TV Show,The Big Catch,2015,children
Movie,The Bill Murray Stories: Life Lessons Learned From a Mythical Man,2018,adult
Movie,The Black Room,2016,adult
Movie,The Blackcoat's Daughter,2015,adult
Movie,The Bleeder,2016,adult
TV Show,The Blue Planet: A Natural History of the Oceans,2001,children
Movie,The Bomb,2016,teen
TV Show,The Bomb Squad,2011,adult
Movie,The Book of Eli,2010,adult
Movie,The Boss's Daughter,2015,adult
Movie,The Bounty Hunter,2010,teen
Movie,The Box,2009,teen
Movie,The Boy,2016,teen
Movie,The Boy in the Striped Pajamas,2008,teen
Movie,The Brave One,2007,adult
Movie,The Brawler,2019,adult
Movie,The Breadwinner,2017,teen
Movie,The Break-Up,2006,teen
Movie,The Bridge,2017,teen
Movie,The Brothers Grimm,2005,teen
Movie,The Bucket List,2007,teen
Movie,The Bund,1983,teen
Movie,The Bye Bye Man,2017,teen
Movie,The Bygone,2019,adult
Movie,The Cakemaker,2017,teen
TV Show,The Calling,2018,adult
Movie,The Captive,2014,adult
Movie,The Car,1977,children
Movie,The Carter Effect,2017,adult
Movie,The Case for Christ,2017,children
Movie,The Cell,2017,adult
Movie,The CEO,2016,teen
Movie,The Charnel House,2016,adult
TV Show,The Chefs' Line,2017,teen
Movie,The Chord,2010,adult
Movie,The Chosen,2016,teen
Movie,The Chosen Ones,2015,adult
Movie,The Christmas Candle,2013,children
Movie,The Christmas Project,2016,children
Movie,The Cincinnati Kid,1965,teen
TV Show,The Code,2011,children
Movie,The Company Men,2010,adult
Movie,The Competition,2018,teen
Movie,The Confirmation,2016,teen
Movie,The Congress,2013,adult
Movie,The Consul's Son,2011,teen
Movie,The Craft,1996,adult
TV Show,The Cravings,2016,teen
Movie,The Croods,2013,children
Movie,The Crow,1994,adult
Movie,The Cruise,1970,children
Movie,The Crying Game,1992,adult
TV Show,The Curse of Oak Island,2016,children
Movie,The D Train,2015,adult
